director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Craig Brewer,Eddie Murphy,Keegan-Michael Key,Mike Epps,Drama Comedy History,dolemite is my name,Eddie Murphy Keegan-Michael Key Mike Epps Craig Brewer Drama Comedy History
Vincenzo Natali,Patrick Wilson,Harrison Gilbertson,Rachel Wilson,Horror Drama Thriller,in the tall grass,Patrick Wilson Harrison Gilbertson Rachel Wilson Vincenzo Natali Horror Drama Thriller
Kevin McMullin,Keean Johnson,Jaeden Martell,Alex Neustaedter,Thriller,low tide,Keean Johnson Jaeden Martell Alex Neustaedter Kevin McMullin Thriller
Michael Beach Nichols,Michael Beach Nichols (director); Michael Beach Nichols,Christopher K. Walker (screenplay),unknown,Documentary Horror Comedy,wrinkles the clown,Michael Beach Nichols (director); Michael Beach Nichols Christopher K. Walker (screenplay) unknown Michael Beach Nichols Documentary Horror Comedy
Abe Forsythe,Lupita Nyong'o,Alexander England,Josh Gad,Horror Comedy,little monsters,Lupita Nyong'o Alexander England Josh Gad Abe Forsythe Horror Comedy
Ang Lee,Will Smith,Mary Elizabeth Winstead,Clive Owen,Science Fiction Action Adventure Thriller,gemini man,Will Smith Mary Elizabeth Winstead Clive Owen Ang Lee Science Fiction Action Adventure Thriller
"Conrad Vernon, Greg Tiernan",Oscar Isaac,Charlize Theron,Chloë Grace Moretz,Family Animation Comedy Fantasy,the addams family,"Oscar Isaac Charlize Theron Chloë Grace Moretz Conrad Vernon, Greg Tiernan Family Animation Comedy Fantasy"
David Michôd,Timothée Chalamet,Joel Edgerton,Sean Harris,Adventure Family Drama Animation,the king,Timothée Chalamet Joel Edgerton Sean Harris David Michôd Adventure Family Drama Animation
"Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña",Adam Devine,Rose Byrne,Alexandra Shipp,Comedy,jexi,"Adam Devine Rose Byrne Alexandra Shipp Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña Comedy"
Lars Klevberg,Kathryn Prescott,Grace Zabriskie,Samantha Logan,Horror Thriller Mystery,polaroid,Kathryn Prescott Grace Zabriskie Samantha Logan Lars Klevberg Horror Thriller Mystery
Vince Gilligan,Aaron Paul,Jesse Plemons,Scott MacArthur,Crime Drama Thriller,el camino: a breaking bad movie,Aaron Paul Jesse Plemons Scott MacArthur Vince Gilligan Crime Drama Thriller
Joachim Rønning,Angelina Jolie,Elle Fanning,Michelle Pfeiffer,Family Fantasy Adventure Action,maleficent: mistress of evil,Angelina Jolie Elle Fanning Michelle Pfeiffer Joachim Rønning Family Fantasy Adventure Action
Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,Comedy Horror,zombieland: double tap,Woody Harrelson Jesse Eisenberg Emma Stone Ruben Fleischer Comedy Horror
Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Comedy War Drama,jojo rabbit,Roman Griffin Davis Thomasin McKenzie Scarlett Johansson Taika Waititi Comedy War Drama
Robert Eggers,Willem Dafoe,Robert Pattinson,unknown,Drama Fantasy Thriller,the lighthouse,Willem Dafoe Robert Pattinson unknown Robert Eggers Drama Fantasy Thriller
Babak Anvari,Armie Hammer,Dakota Johnson,Zazie Beetz,Horror Mystery Thriller,wounds,Armie Hammer Dakota Johnson Zazie Beetz Babak Anvari Horror Mystery Thriller
Deon Taylor,Naomie Harris,Tyrese Gibson,Frank Grillo,Action Crime Drama Thriller,black and blue,Naomie Harris Tyrese Gibson Frank Grillo Deon Taylor Action Crime Drama Thriller
Alfonso Gomez-Rejon,Benedict Cumberbatch,Michael Shannon,Katherine Waterston,Drama History,the current war,Benedict Cumberbatch Michael Shannon Katherine Waterston Alfonso Gomez-Rejon Drama History
Justin Dec,Elizabeth Lail,Peter Facinelli,Anne Winters,Horror Thriller,countdown,Elizabeth Lail Peter Facinelli Anne Winters Justin Dec Horror Thriller
Dan Krauss,Dan Krauss (director); Nat Wolff,Alexander Skarsgård,unknown,War Action Drama,the kill team,Dan Krauss (director); Nat Wolff Alexander Skarsgård unknown Dan Krauss War Action Drama
"Chris Lofing, Travis Cluff",Chris Milligan,Ema Horvath,Brittany Falardeau,Horror Thriller,the gallows act ii,"Chris Milligan Ema Horvath Brittany Falardeau Chris Lofing, Travis Cluff Horror Thriller"
Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Science Fiction Action Adventure,terminator: dark fate,Linda Hamilton Arnold Schwarzenegger Mackenzie Davis Tim Miller Science Fiction Action Adventure
Edward Norton,Edward Norton,Bruce Willis,Gugu Mbatha-Raw,Drama Thriller,motherless brooklyn,Edward Norton Bruce Willis Gugu Mbatha-Raw Edward Norton Drama Thriller
Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Crime Drama History,the irishman,Robert De Niro Al Pacino Joe Pesci Martin Scorsese Crime Drama History
Kasi Lemmons,Cynthia Erivo,Leslie Odom Jr.,Joe Alwyn,Drama History,harriet,Cynthia Erivo Leslie Odom Jr. Joe Alwyn Kasi Lemmons Drama History
Aaron Woodley,Jeremy Renner,James Franco,Heidi Klum,Animation Adventure Comedy,arctic dogs,Jeremy Renner James Franco Heidi Klum Aaron Woodley Animation Adventure Comedy
Noah Baumbach,Scarlett Johansson,Adam Driver,Laura Dern,Drama,marriage story,Scarlett Johansson Adam Driver Laura Dern Noah Baumbach Drama
Mike Flanagan,Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Horror Thriller Fantasy,doctor sleep,Ewan McGregor Rebecca Ferguson Kyliegh Curran Mike Flanagan Horror Thriller Fantasy
Paul Feig,Emilia Clarke,Henry Golding,Michelle Yeoh,Comedy Romance,last christmas,Emilia Clarke Henry Golding Michelle Yeoh Paul Feig Comedy Romance
Andy Fickman,John Cena,Keegan-Michael Key,John Leguizamo,Family Comedy,playing with fire,John Cena Keegan-Michael Key John Leguizamo Andy Fickman Family Comedy
Luke Snellin,Isabela Merced,Shameik Moore,Kiernan Shipka,Romance Comedy,let it snow,Isabela Merced Shameik Moore Kiernan Shipka Luke Snellin Romance Comedy
Roland Emmerich,Ed Skrein,Patrick Wilson,Luke Evans,Action War History,midway,Ed Skrein Patrick Wilson Luke Evans Roland Emmerich Action War History
Sergio Pablos,J. K. Simmons,Jason Schwartzman,Rashida Jones,Animation Family Adventure Comedy Fantasy,klaus,J. K. Simmons Jason Schwartzman Rashida Jones Sergio Pablos Animation Family Adventure Comedy Fantasy
Alma Har'el,Shia LaBeouf,Lucas Hedges,Noah Jupe,Drama,honey boy,Shia LaBeouf Lucas Hedges Noah Jupe Alma Har'el Drama
Charlie Bean,Tessa Thompson,Justin Theroux,Kiersey Clemons,Family Animation Romance,lady and the tramp,Tessa Thompson Justin Theroux Kiersey Clemons Charlie Bean Family Animation Romance
Marc Lawrence,Anna Kendrick,Bill Hader,Kingsley Ben-Adir,Family Comedy Fantasy,noelle,Anna Kendrick Bill Hader Kingsley Ben-Adir Marc Lawrence Family Comedy Fantasy
James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Drama Action History,ford v ferrari,Matt Damon Christian Bale Jon Bernthal James Mangold Drama Action History
Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,Action Adventure Comedy Crime Thriller,charlie's angels,Kristen Stewart Naomi Scott Ella Balinska Elizabeth Banks Action Adventure Comedy Crime Thriller
Bill Condon,Ian McKellen,Helen Mirren,Russell Tovey,Crime,the good liar,Ian McKellen Helen Mirren Russell Tovey Bill Condon Crime
Scott Z. Burns,Adam Driver,Annette Bening,Ted Levine,Drama,the report,Adam Driver Annette Bening Ted Levine Scott Z. Burns Drama
Trey Edward Shults,Kelvin Harrison Jr.,Lucas Hedges,Taylor Russell,Romance Drama,waves,Kelvin Harrison Jr. Lucas Hedges Taylor Russell Trey Edward Shults Romance Drama
"Chris Buck, Jennifer Lee",Idina Menzel,Kristen Bell,Jonathan Groff,Family Animation Adventure Comedy Fantasy,frozen ii,"Idina Menzel Kristen Bell Jonathan Groff Chris Buck, Jennifer Lee Family Animation Adventure Comedy Fantasy"
Marielle Heller,Tom Hanks,Matthew Rhys,Susan Kelechi Watson,Drama History,a beautiful day in the neighborhood,Tom Hanks Matthew Rhys Susan Kelechi Watson Marielle Heller Drama History
Brian Kirk,Chadwick Boseman,Sienna Miller,Stephan James,Crime Action Drama,21 bridges,Chadwick Boseman Sienna Miller Stephan James Brian Kirk Crime Action Drama
Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Drama Thriller,dark waters,Mark Ruffalo Anne Hathaway Tim Robbins Todd Haynes Drama Thriller
Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Comedy Crime Mystery,knives out,Daniel Craig Chris Evans Ana de Armas Rian Johnson Comedy Crime Mystery
Melina Matsoukas,Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Crime Drama Romance,queen & slim,Daniel Kaluuya Jodie Turner-Smith Bokeem Woodbine Melina Matsoukas Crime Drama Romance
Fernando Meirelles,Anthony Hopkins,Jonathan Pryce,unknown,Drama History,the two popes,Anthony Hopkins Jonathan Pryce unknown Fernando Meirelles Drama History
Lino DiSalvo,Anya Taylor-Joy,Daniel Radcliffe,Gabriel Bateman,Family Animation Comedy Adventure,playmobil: the movie,Anya Taylor-Joy Daniel Radcliffe Gabriel Bateman Lino DiSalvo Family Animation Comedy Adventure
Tom Harper,Felicity Jones,Eddie Redmayne,Himesh Patel,Adventure Drama Romance,the aeronauts,Felicity Jones Eddie Redmayne Himesh Patel Tom Harper Adventure Drama Romance
Sam Taylor-Johnson,Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Drama,a million little pieces,Aaron Taylor-Johnson Billy Bob Thornton Odessa Young Sam Taylor-Johnson Drama
Adam Egypt Mortimer,Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Horror Mystery,daniel isn't real,Miles Robbins Patrick Schwarzenegger Sasha Lane Adam Egypt Mortimer Horror Mystery
Matt Eskandari,Bruce Willis,Nicky Whelan,unknown,Action Thriller,trauma center,Bruce Willis Nicky Whelan unknown Matt Eskandari Action Thriller
Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Adventure Comedy Fantasy,jumanji: the next level,Dwayne Johnson Jack Black Kevin Hart Jake Kasdan Adventure Comedy Fantasy
Clint Eastwood,Paul Walter Hauser,Sam Rockwell,Kathy Bates,Drama,richard jewell,Paul Walter Hauser Sam Rockwell Kathy Bates Clint Eastwood Drama
Sophia Takal,Imogen Poots,Lily Donoghue,Aleyse Shannon,Horror Mystery Thriller,black christmas,Imogen Poots Lily Donoghue Aleyse Shannon Sophia Takal Horror Mystery Thriller
Michael Bay,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Action Comedy Thriller,6 underground,Ryan Reynolds Mélanie Laurent Manuel Garcia-Rulfo Michael Bay Action Comedy Thriller
Jay Roach,Charlize Theron,Nicole Kidman,Margot Robbie,Drama,bombshell,Charlize Theron Nicole Kidman Margot Robbie Jay Roach Drama
"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian",Adam Sandler,Lakeith Stanfield,Julia Fox,Drama Thriller Crime,uncut gems,"Adam Sandler Lakeith Stanfield Julia Fox Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian Drama Thriller Crime"
Benedict Andrews,Kristen Stewart,Jack O'Connell,Margaret Qualley,Thriller Drama,seberg,Kristen Stewart Jack O'Connell Margaret Qualley Benedict Andrews Thriller Drama
Terrence Malick,August Diehl,Valerie Pachner,Matthias Schoenaerts,History Drama War,a hidden life,August Diehl Valerie Pachner Matthias Schoenaerts Terrence Malick History Drama War
J. J. Abrams,Carrie Fisher,Mark Hamill,Adam Driver,Adventure Action Science Fiction,star wars: the rise of skywalker,Carrie Fisher Mark Hamill Adam Driver J. J. Abrams Adventure Action Science Fiction
Tom Hooper,James Corden,Judi Dench,Jason Derulo,Fantasy Comedy Drama,cats,James Corden Judi Dench Jason Derulo Tom Hooper Fantasy Comedy Drama
Ericson Core,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Adventure Family,togo,Willem Dafoe Julianne Nicholson Christopher Heyerdahl Ericson Core Adventure Family
"Nick Bruno, Troy Quane",Will Smith,Tom Holland,Rashida Jones,Animation Action Adventure Comedy Family,spies in disguise,"Will Smith Tom Holland Rashida Jones Nick Bruno, Troy Quane Animation Action Adventure Comedy Family"
Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Drama Romance History,little women,Saoirse Ronan Emma Watson Florence Pugh Greta Gerwig Drama Romance History
Sam Mendes,George MacKay,Dean-Charles Chapman,Mark Strong,War History Thriller Drama,1917,George MacKay Dean-Charles Chapman Mark Strong Sam Mendes War History Thriller Drama
Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Drama Crime History,just mercy,Michael B. Jordan Jamie Foxx Brie Larson Destin Daniel Cretton Drama Crime History
Chinonye Chukwu,Alfre Woodard,Wendell Pierce,Aldis Hodge,Drama,clemency,Alfre Woodard Wendell Pierce Aldis Hodge Chinonye Chukwu Drama
Nicolas Pesce,Andrea Riseborough,Demián Bichir,John Cho,Horror Mystery Thriller,the grudge,Andrea Riseborough Demián Bichir John Cho Nicolas Pesce Horror Mystery Thriller
William Eubank,Kristen Stewart,Vincent Cassel,Jessica Henwick,Horror Science Fiction Action Adventure,underwater,Kristen Stewart Vincent Cassel Jessica Henwick William Eubank Horror Science Fiction Action Adventure
Miguel Arteta,Tiffany Haddish,Rose Byrne,Salma Hayek,Comedy,like a boss,Tiffany Haddish Rose Byrne Salma Hayek Miguel Arteta Comedy
Jon Avnet,Richard Gere,Peter Dinklage,Walton Goggins,Drama,three christs,Richard Gere Peter Dinklage Walton Goggins Jon Avnet Drama
Anthony Jerjen,Josh Hartnett,Margarita Levieva,Chandler Riggs,Crime Thriller Drama,inherit the viper,Josh Hartnett Margarita Levieva Chandler Riggs Anthony Jerjen Crime Thriller Drama
Andrew Desmond,Freya Tingley,Simon Abkarian,Rutger Hauer,Horror Thriller Mystery,the sonata,Freya Tingley Simon Abkarian Rutger Hauer Andrew Desmond Horror Thriller Mystery
Daniel Farrands,Mena Suvari,Nick Stahl,Taryn Manning,Thriller Drama Crime,the murder of nicole brown simpson,Mena Suvari Nick Stahl Taryn Manning Daniel Farrands Thriller Drama Crime
Ali Zamani,Nicola Posener,Houston Rhines,Michael Teh,Action Romance Crime,angels fallen,Nicola Posener Houston Rhines Michael Teh Ali Zamani Action Romance Crime
Adil El Arbi and Bilall Fallah,Will Smith,Martin Lawrence,Vanessa Hudgens,Thriller Action Crime,bad boys for life,Will Smith Martin Lawrence Vanessa Hudgens Adil El Arbi and Bilall Fallah Thriller Action Crime
Stephen Gaghan,Robert Downey Jr.,Antonio Banderas,Michael Sheen,Family Comedy Fantasy Adventure,dolittle,Robert Downey Jr. Antonio Banderas Michael Sheen Stephen Gaghan Family Comedy Fantasy Adventure
Tyler Perry,Crystal R. Fox,Phylicia Rashad,Bresha Webb,Drama Thriller Mystery,a fall from grace,Crystal R. Fox Phylicia Rashad Bresha Webb Tyler Perry Drama Thriller Mystery
Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Henry Golding,Action Crime Comedy,the gentlemen,Matthew McConaughey Charlie Hunnam Henry Golding Guy Ritchie Action Crime Comedy
Floria Sigismondi,Mackenzie Davis,Finn Wolfhard,Brooklynn Prince,Horror Thriller,the turning,Mackenzie Davis Finn Wolfhard Brooklynn Prince Floria Sigismondi Horror Thriller
Todd Robinson,Sebastian Stan,Christopher Plummer,William Hurt,Drama Action War,the last full measure,Sebastian Stan Christopher Plummer William Hurt Todd Robinson Drama Action War
Will Forbes,Terry Crews,Ludacris,Jamila Velazquez,Drama Thriller,john henry,Terry Crews Ludacris Jamila Velazquez Will Forbes Drama Thriller
Reed Morano,Blake Lively,Jude Law,Sterling K. Brown,Action Thriller,the rhythm section,Blake Lively Jude Law Sterling K. Brown Reed Morano Action Thriller
Oz Perkins,Sophia Lillis,Sammy Leakey,Charles Babalola,Fantasy Horror Mystery,gretel & hansel,Sophia Lillis Sammy Leakey Charles Babalola Oz Perkins Fantasy Horror Mystery
Cathy Yan,Margot Robbie,Mary Elizabeth Winstead,Jurnee Smollett-Bell,Action Crime,birds of prey,Margot Robbie Mary Elizabeth Winstead Jurnee Smollett-Bell Cathy Yan Action Crime
"Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone",Riley Keough,Jaeden Martell,Lia McHugh,Horror Drama Mystery Thriller,the lodge,"Riley Keough Jaeden Martell Lia McHugh Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone Horror Drama Mystery Thriller"
Tom McCarthy,Winslow Fegley,Ophelia Lovibond,Craig Robinson,Family Mystery Comedy Fantasy,timmy failure: mistakes were made,Winslow Fegley Ophelia Lovibond Craig Robinson Tom McCarthy Family Mystery Comedy Fantasy
Jeff Baena,Alison Brie,Debby Ryan,John Paul Reynolds,Drama,horse girl,Alison Brie Debby Ryan John Paul Reynolds Jeff Baena Drama
Michael Fimognari,Lana Condor,Noah Centineo,Jordan Fisher,Romance Comedy,to all the boys: p.s. i still love you,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy
Jeff Fowler,James Marsden,Ben Schwartz,Tika Sumpter,Adventure Comedy Family Science Fiction,sonic the hedgehog,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Adventure Comedy Family Science Fiction
Jeff Wadlow,Michael Peña,Maggie Q,Lucy Hale,Adventure Fantasy Horror Mystery,fantasy island,Michael Peña Maggie Q Lucy Hale Jeff Wadlow Adventure Fantasy Horror Mystery
Stella Meghie,Issa Rae,Lakeith Stanfield,Chelsea Peretti,Drama Romance,the photograph,Issa Rae Lakeith Stanfield Chelsea Peretti Stella Meghie Drama Romance
"Nat Faxon, Jim Rash",Julia Louis-Dreyfus,Will Ferrell,Miranda Otto,Drama Adventure,downhill,"Julia Louis-Dreyfus Will Ferrell Miranda Otto Nat Faxon, Jim Rash Drama Adventure"
Drew Mylrea,Drew Van Acker,Poppy Delevingne,Natasha Bassett,Action Adventure Comedy,spy intervention,Drew Van Acker Poppy Delevingne Natasha Bassett Drew Mylrea Action Adventure Comedy
Lone Scherfig,Andrea Riseborough,Tahar Rahim,Zoe Kazan,Drama,the kindness of strangers,Andrea Riseborough Tahar Rahim Zoe Kazan Lone Scherfig Drama
Chris Sanders,Harrison Ford,Omar Sy,Cara Gee,Adventure Family Drama,the call of the wild,Harrison Ford Omar Sy Cara Gee Chris Sanders Adventure Family Drama
Autumn de Wilde,Anya Taylor-Joy,Johnny Flynn,Josh O'Connor,Comedy Drama Romance TV Movie,emma,Anya Taylor-Joy Johnny Flynn Josh O'Connor Autumn de Wilde Comedy Drama Romance TV Movie
Dee Rees,Anne Hathaway,Ben Affleck,Rosie Perez,Drama Thriller,the last thing he wanted,Anne Hathaway Ben Affleck Rosie Perez Dee Rees Drama Thriller
William Brent Bell,Katie Holmes,Owain Yeoman,Christopher Convery,Horror Mystery Thriller,brahms: the boy ii,Katie Holmes Owain Yeoman Christopher Convery William Brent Bell Horror Mystery Thriller
Michael Cristofer,Tye Sheridan,Ana de Armas,Helen Hunt,Thriller Crime Drama,the night clerk,Tye Sheridan Ana de Armas Helen Hunt Michael Cristofer Thriller Crime Drama
Chris Henchy,Brian Quinn,Joe Gatto,Sal Vulcano,Comedy,impractical jokers: the movie,Brian Quinn Joe Gatto Sal Vulcano Chris Henchy Comedy
Leigh Whannell,Elisabeth Moss,Aldis Hodge,Storm Reid,Thriller Science Fiction Horror,the invisible man,Elisabeth Moss Aldis Hodge Storm Reid Leigh Whannell Thriller Science Fiction Horror
Brett Haley,Elle Fanning,Justice Smith,Alexandra Shipp,Romance Drama,all the bright places,Elle Fanning Justice Smith Alexandra Shipp Brett Haley Romance Drama
Jason Lei Howden,Daniel Radcliffe,Samara Weaving,Natasha Liu Bordizzo,Action Comedy,guns akimbo,Daniel Radcliffe Samara Weaving Natasha Liu Bordizzo Jason Lei Howden Action Comedy
Dan Scanlon,Tom Holland,Chris Pratt,Julia Louis-Dreyfus,Family Animation Adventure Comedy Fantasy,onward,Tom Holland Chris Pratt Julia Louis-Dreyfus Dan Scanlon Family Animation Adventure Comedy Fantasy
Gavin O'Connor,Ben Affleck,Al Madrigal,Michaela Watkins,Drama Adventure History,the way back,Ben Affleck Al Madrigal Michaela Watkins Gavin O'Connor Drama Adventure History
Peter Berg,Mark Wahlberg,Winston Duke,Alan Arkin,Comedy Action Thriller,spenser confidential,Mark Wahlberg Winston Duke Alan Arkin Peter Berg Comedy Action Thriller
George Nolfi,Anthony Mackie,Nicholas Hoult,Nia Long,Drama,the banker,Anthony Mackie Nicholas Hoult Nia Long George Nolfi Drama
Giuseppe Capotondi,Claes Bang,Elizabeth Debicki,Mick Jagger,Mystery Thriller Crime,the burnt orange heresy,Claes Bang Elizabeth Debicki Mick Jagger Giuseppe Capotondi Mystery Thriller Crime
Carlo Mirabella-Davis,Haley Bennett,Austin Stowell,Elizabeth Marvel,Drama History Thriller Crime,swallow,Haley Bennett Austin Stowell Elizabeth Marvel Carlo Mirabella-Davis Drama History Thriller Crime
Kelly Reichardt,John Magaro,Orion Hall,René Auberjonois,Drama Western,first cow,John Magaro Orion Hall René Auberjonois Kelly Reichardt Drama Western
Dave S. F. Wilson,Vin Diesel,Eiza González,Sam Heughan,Action Science Fiction Adventure,bloodshot,Vin Diesel Eiza González Sam Heughan Dave S. F. Wilson Action Science Fiction Adventure
Craig Zobel,Betty Gilpin,Ike Barinholtz,Amy Madigan,Action Adventure Thriller,the hunt,Betty Gilpin Ike Barinholtz Amy Madigan Craig Zobel Action Adventure Thriller
Erwin Brothers,KJ Apa,Britt Robertson,Shania Twain,Music Drama Romance,i still believe,KJ Apa Britt Robertson Shania Twain Erwin Brothers Music Drama Romance
Liz Garbus,Amy Ryan,Thomasin McKenzie,Lola Kirke,Drama Mystery Thriller History,lost girls,Amy Ryan Thomasin McKenzie Lola Kirke Liz Garbus Drama Mystery Thriller History
Julia Hart,Grace VanderWaal,Graham Verchere,Giancarlo Esposito,Comedy Drama Romance Family,stargirl,Grace VanderWaal Graham Verchere Giancarlo Esposito Julia Hart Comedy Drama Romance Family
Sally Potter,Javier Bardem,Elle Fanning,Laura Linney,Drama,the roads not taken,Javier Bardem Elle Fanning Laura Linney Sally Potter Drama
Eliza Hittman,Sidney Flanigan,Talia Ryder,Theodore Pellerin,Drama,never rarely sometimes always,Sidney Flanigan Talia Ryder Theodore Pellerin Eliza Hittman Drama
Jason Orley,Pete Davidson,Griffin Gluck,Jon Cryer,Comedy,big time adolescence,Pete Davidson Griffin Gluck Jon Cryer Jason Orley Comedy
Katharine O'Brien,Simon Pegg,Juno Temple,Alexandra Daddario,Drama,lost transmissions,Simon Pegg Juno Temple Alexandra Daddario Katharine O'Brien Drama
Jonathan Jakubowicz,Jesse Eisenberg,Ed Harris,Clémence Poésy,War History Drama,resistance,Jesse Eisenberg Ed Harris Clémence Poésy Jonathan Jakubowicz War History Drama
Prentice Penny,Mamoudou Athie,Courtney B. Vance,Niecy Nash,Drama Comedy,uncorked,Mamoudou Athie Courtney B. Vance Niecy Nash Prentice Penny Drama Comedy
Michael Dowse,Ed Helms,Taraji P. Henson,Betty Gilpin,Comedy Action Crime,coffee & kareem,Ed Helms Taraji P. Henson Betty Gilpin Michael Dowse Comedy Action Crime
Walt Dohrn,Anna Kendrick,Justin Timberlake,Rachel Bloom,Family Animation Comedy Fantasy Adventure Music,trolls world tour,Anna Kendrick Justin Timberlake Rachel Bloom Walt Dohrn Family Animation Comedy Fantasy Adventure Music
Dean Craig,Olivia Munn,Sam Claflin,Freida Pinto,Comedy Romance,love wedding repeat,Olivia Munn Sam Claflin Freida Pinto Dean Craig Comedy Romance
Jay Karas,Seth Carr,Tichina Arnold,Ken Marino,Family Comedy,the main event,Seth Carr Tichina Arnold Ken Marino Jay Karas Family Comedy
Marc Meyers,Alexandra Daddario,Keean Johnson,Logan Miller,Horror Thriller,we summon the darkness,Alexandra Daddario Keean Johnson Logan Miller Marc Meyers Horror Thriller
Vicky Wight,Leslie Bibb,Josh Duhamel,Nora Dunn,Drama Romance,the lost husband,Leslie Bibb Josh Duhamel Nora Dunn Vicky Wight Drama Romance
Charles Band,Cody Renee Cameron,Russell Coker,Robin Sydney,Horror Comedy,corona zombies,Cody Renee Cameron Russell Coker Robin Sydney Charles Band Horror Comedy
Ronn Kilby,Mark Christopher Lawrence,Diane Sargent,Michelle Way,Documentary,skin: the movie,Mark Christopher Lawrence Diane Sargent Michelle Way Ronn Kilby Documentary
Greg Barker,Wagner Moura,Ana de Armas,Garret Dillahunt,Drama,sergio,Wagner Moura Ana de Armas Garret Dillahunt Greg Barker Drama
Kris Pearn,Will Forte,Maya Rudolph,Alessia Cara,Animation Comedy Family,the willoughbys,Will Forte Maya Rudolph Alessia Cara Kris Pearn Animation Comedy Family
Sam Hargrave,Chris Hemsworth,Rudhraksh Jaiswal,Randeep Hooda,Action Thriller,extraction,Chris Hemsworth Rudhraksh Jaiswal Randeep Hooda Sam Hargrave Action Thriller
Sean McEwen,Tom Felton,Tammin Sursok,Wendi McLendon-Covey,Drama Comedy,braking for whales,Tom Felton Tammin Sursok Wendi McLendon-Covey Sean McEwen Drama Comedy
Cory Finley,Hugh Jackman,Allison Janney,Geraldine Viswanathan,Drama Crime History,bad education,Hugh Jackman Allison Janney Geraldine Viswanathan Cory Finley Drama Crime History
Michael Scott,Camila Mendes,Jessie T. Usher,Jamie Chung,Thriller,dangerous lies,Camila Mendes Jessie T. Usher Jamie Chung Michael Scott Thriller
Joe Robert Cole,Ashton Sanders,Jeffrey Wright,Yahya Abdul-Mateen II,Drama,all day and a night,Ashton Sanders Jeffrey Wright Yahya Abdul-Mateen II Joe Robert Cole Drama
The Pierce Brothers,John-Paul Howard,Piper Curda,Zarah Mahler,Horror Mystery Thriller,the wretched,John-Paul Howard Piper Curda Zarah Mahler The Pierce Brothers Horror Mystery Thriller
Alice Wu,Leah Lewis,Daniel Diemer,Alexxis Lemire,Comedy Romance Drama,the half of it,Leah Lewis Daniel Diemer Alexxis Lemire Alice Wu Comedy Romance Drama
Clark Duke,Liam Hemsworth,Clark Duke,Michael Kenneth Williams,Crime Thriller,arkansas,Liam Hemsworth Clark Duke Michael Kenneth Williams Clark Duke Crime Thriller
Rachel Lee Goldenberg,Jessica Rothe,Josh Whitehouse,Mae Whitman,Comedy Romance,valley girl,Jessica Rothe Josh Whitehouse Mae Whitman Rachel Lee Goldenberg Comedy Romance
Josh Trank,Tom Hardy,Linda Cardellini,Jack Lowden,Crime Drama,capone,Tom Hardy Linda Cardellini Jack Lowden Josh Trank Crime Drama
Tyler Spindel,David Spade,Lauren Lapkus,Geoff Pierson,Comedy Romance,the wrong missy,David Spade Lauren Lapkus Geoff Pierson Tyler Spindel Comedy Romance
Tony Cervone,Will Forte,Mark Wahlberg,Jason Isaacs,Animation Comedy Family Mystery,scoob!,Will Forte Mark Wahlberg Jason Isaacs Tony Cervone Animation Comedy Family Mystery
